subject,method,k,num_selected,selected_channels,accuracy_full
S011,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.8174603174603174
S011,AS,10,10,"['Fc5', 'C3', 'C2', 'C6', 'Fp2', 'Afz', 'Af8', 'F5', 'O1', 'Iz']",0.8174603174603174
S011,AS,15,15,"['Fc5', 'Fcz', 'C3', 'C2', 'C6', 'Cp1', 'Fp2', 'Afz', 'Af8', 'F5', 'F1', 'Tp8', 'Pz', 'O1', 'Iz']",0.8174603174603174
S011,AS,20,20,"['Fc5', 'Fcz', 'C3', 'C2', 'C6', 'Cp1', 'Cp6', 'Fp2', 'Afz', 'Af8', 'F5', 'F1', 'F8', 'Ft8', 'Tp8', 'Pz', 'P4', 'Po7', 'O1', 'Iz']",0.8174603174603174
S011,AS,25,25,"['Fc5', 'Fc1', 'Fcz', 'C3', 'C2', 'C6', 'Cp5', 'Cp1', 'Cp6', 'Fp1', 'Fp2', 'Afz', 'Af8', 'F7', 'F5', 'F1', 'F8', 'Ft8', 'Tp8', 'Pz', 'P4', 'P8', 'Po7', 'O1', 'Iz']",0.8174603174603174
S011,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.8174603174603174
S014,ES,10,18,"['Cz', 'C2', 'Cp1', 'Cp2', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af8', 'F7', 'F1', 'F4', 'F6', 'T7', 'Tp8', 'Poz', 'Oz']",0.8650793650793651
S014,ES,15,25,"['Cz', 'C2', 'Cp1', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af8', 'F7', 'F1', 'F4', 'F6', 'T7', 'Tp7', 'Tp8', 'P7', 'Pz', 'P2', 'Po7', 'Poz', 'O1', 'Oz']",0.8650793650793651
S014,ES,20,31,"['C5', 'Cz', 'C2', 'Cp1', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af4', 'Af8', 'F7', 'F1', 'F4', 'F6', 'T7', 'Tp7', 'Tp8', 'P7', 'Pz', 'P2', 'P8', 'Po7', 'Poz', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.8650793650793651
S014,ES,25,38,"['C5', 'Cz', 'C2', 'C4', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F4', 'F6', 'T7', 'Tp7', 'Tp8', 'P7', 'P1', 'Pz', 'P2', 'P8', 'Po7', 'Poz', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.8650793650793651
S014,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.8650793650793651
S014,AS,10,10,"['C5', 'C6', 'Cp5', 'Cpz', 'Af4', 'Fz', 'Ft7', 'Tp7', 'Tp8', 'Pz']",0.8650793650793651
S014,AS,15,15,"['Fc1', 'C5', 'C6', 'Cp5', 'Cpz', 'Af4', 'Fz', 'Ft7', 'Tp7', 'Tp8', 'Pz', 'P2', 'P6', 'O1', 'Oz']",0.8650793650793651
S014,AS,20,20,"['Fc1', 'C5', 'C6', 'Cp5', 'Cpz', 'Cp2', 'Fp1', 'Af4', 'Fz', 'F4', 'F6', 'Ft7', 'Tp7', 'Tp8', 'P5', 'Pz', 'P2', 'P6', 'O1', 'Oz']",0.8650793650793651
S014,AS,25,25,"['Fc1', 'C5', 'Cz', 'C6', 'Cp5', 'Cpz', 'Cp2', 'Fp1', 'Af4', 'F7', 'F3', 'Fz', 'F4', 'F6', 'Ft7', 'T8', 'Tp7', 'Tp8', 'P7', 'P5', 'Pz', 'P2', 'P6', 'O1', 'Oz']",0.8650793650793651
S014,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.8650793650793651
S015,ES,10,18,"['Fcz', 'C3', 'C2', 'Cp1', 'Cpz', 'Fpz', 'Af7', 'Af3', 'Af8', 'Fz', 'F2', 'Ft8', 'T9', 'Tp7', 'P5', 'P3', 'P2', 'Oz']",0.926424287856072
S015,ES,15,26,"['Fcz', 'Fc6', 'C3', 'C2', 'C4', 'Cp1', 'Cpz', 'Fpz', 'Af7', 'Af3', 'Af8', 'F7', 'Fz', 'F2', 'Ft8', 'T7', 'T8', 'T9', 'Tp7', 'P5', 'P3', 'P2', 'P8', 'Po3', 'Po4', 'Oz']",0.926424287856072
S015,ES,20,32,"['Fcz', 'Fc4', 'Fc6', 'C3', 'C2', 'C4', 'Cp1', 'Cpz', 'Cp4', 'Fpz', 'Af7', 'Af3', 'Af8', 'F7', 'Fz', 'F2', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'P7', 'P5', 'P3', 'P2', 'P8', 'Po3', 'Po4', 'Po8', 'Oz']",0.926424287856072
S015,ES,25,39,"['Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C3', 'C2', 'C4', 'C6', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Fpz', 'Af7', 'Af3', 'Af8', 'F7', 'Fz', 'F2', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'P7', 'P5', 'P3', 'P2', 'P6', 'P8', 'Po3', 'Poz', 'Po4', 'Po8', 'Oz']",0.926424287856072
S015,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.926424287856072
S015,AS,10,10,"['Fc5', 'C1', 'Cz', 'C2', 'Cp3', 'Cp4', 'Af4', 'Ft7', 'P3', 'Po3']",0.926424287856072
S015,AS,15,15,"['Fc5', 'C1', 'Cz', 'C2', 'Cp3', 'Cpz', 'Cp4', 'Af4', 'F4', 'Ft7', 'T10', 'P7', 'P3', 'P2', 'Po3']",0.926424287856072
S015,AS,20,20,"['Fc5', 'Fcz', 'Fc4', 'C1', 'Cz', 'C2', 'C6', 'Cp3', 'Cpz', 'Cp4', 'Af4', 'F4', 'Ft7', 'Ft8', 'T9', 'T10', 'P7', 'P3', 'P2', 'Po3']",0.926424287856072
S015,AS,25,25,"['Fc5', 'Fcz', 'Fc4', 'C1', 'Cz', 'C2', 'C6', 'Cp3', 'Cpz', 'Cp4', 'Af4', 'Fz', 'F4', 'Ft7', 'Ft8', 'T9', 'T10', 'P7', 'P3', 'P2', 'P6', 'Po3', 'Poz', 'Oz', 'O2']",0.926424287856072
S015,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.926424287856072
S016,ES,10,18,"['Fc3', 'Fc1', 'Fcz', 'Fc6', 'C1', 'Cz', 'Fp1', 'Af7', 'Af4', 'F5', 'F8', 'Ft8', 'T9', 'P5', 'P8', 'Po3', 'Po8', 'O2']",0.7976190476190477
S016,ES,15,23,"['Fc3', 'Fc1', 'Fcz', 'Fc6', 'C1', 'Cz', 'Fp1', 'Fpz', 'Af7', 'Af4', 'Af8', 'F5', 'F4', 'F8', 'Ft8', 'T7', 'T9', 'P5', 'P1', 'P8', 'Po3', 'Po8', 'O2']",0.7976190476190477
S016,ES,20,31,"['Fc3', 'Fc1', 'Fcz', 'Fc6', 'C1', 'Cz', 'C2', 'Cpz', 'Cp2', 'Fp1', 'Fpz', 'Af7', 'Afz', 'Af4', 'Af8', 'F5', 'F2', 'F4', 'F8', 'Ft8', 'T7', 'T9', 'T10', 'Tp8', 'P5', 'P1', 'P8', 'Po3', 'Poz', 'Po8', 'O2']",0.7976190476190477
S016,ES,25,39,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc4', 'Fc6', 'C3', 'C1', 'Cz', 'C2', 'Cpz', 'Cp2', 'Fp1', 'Fpz', 'Af7', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F2', 'F4', 'F8', 'Ft7', 'Ft8', 'T7', 'T9', 'T10', 'Tp8', 'P5', 'P3', 'P1', 'P2', 'P4', 'P8', 'Po3', 'Poz', 'Po8', 'O2']",0.7976190476190477
S016,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.7976190476190477
S016,AS,10,10,"['Fc5', 'Fc1', 'Cp3', 'Af7', 'F7', 'Fz', 'F4', 'P6', 'P8', 'Poz']",0.7976190476190477
S016,AS,15,15,"['Fc5', 'Fc1', 'C4', 'Cp3', 'Fp1', 'Af7', 'Af4', 'F7', 'Fz', 'F4', 'P2', 'P6', 'P8', 'Poz', 'O1']",0.7976190476190477
S016,AS,20,20,"['Fc5', 'Fc1', 'Fc4', 'C1', 'C4', 'Cp5', 'Cp3', 'Fp1', 'Af7', 'Af4', 'F7', 'Fz', 'F4', 'P2', 'P6', 'P8', 'Poz', 'O1', 'O2', 'Iz']",0.7976190476190477
S016,AS,25,25,"['Fc5', 'Fc1', 'Fc4', 'C5', 'C3', 'C1', 'C4', 'Cp5', 'Cp3', 'Fp1', 'Af7', 'Af4', 'F7', 'Fz', 'F2', 'F4', 'P1', 'Pz', 'P2', 'P6', 'P8', 'Poz', 'O1', 'O2', 'Iz']",0.7976190476190477
S016,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.7976190476190477
