subject,method,k,num_channels_selected,selected_channels,accuracy,std,full_channels_acc,accuracy_drop,accuracy_drop_pct
S007,ES,25,38,"['Fc3', 'Fcz', 'Fc2', 'C5', 'C3', 'C1', 'C2', 'C6', 'Cp3', 'Cp1', 'Cp4', 'Cp6', 'Af7', 'Af8', 'F5', 'F3', 'F1', 'Fz', 'F2', 'Ft7', 'Ft8', 'T7', 'T8', 'T10', 'Tp7', 'P7', 'P5', 'P3', 'Pz', 'P2', 'P4', 'P8', 'Po7', 'Poz', 'Po4', 'Po8', 'O1', 'Iz']",0.8174603174603174,0.09523809523809523,0.9246031746031746,0.1071428571428572,11.587982832618032
S007,AS,10,10,"['Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C2', 'F5', 'P1', 'P8', 'Poz']",0.8095238095238095,0.047619047619047616,0.9246031746031746,0.11507936507936511,12.446351931330476
S007,AS,15,15,"['Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'Cz', 'C2', 'Cp5', 'F5', 'F1', 'P7', 'P1', 'P8', 'Poz']",0.8690476190476191,0.059523809523809534,0.9246031746031746,0.05555555555555558,6.008583690987127
S007,AS,20,20,"['Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'Cz', 'C2', 'C6', 'Cp5', 'Cp2', 'Cp4', 'F5', 'F1', 'P7', 'P1', 'P8', 'Poz', 'Po8']",0.9126984126984127,0.031746031746031744,0.9246031746031746,0.011904761904761973,1.287553648068677
S007,AS,25,25,"['Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'Cz', 'C2', 'C6', 'Cp5', 'Cp2', 'Cp4', 'Af7', 'F5', 'F3', 'F1', 'P7', 'P1', 'P4', 'P8', 'Po3', 'Poz', 'Po8']",0.9047619047619047,0.015873015873015872,0.9246031746031746,0.019841269841269993,2.145922746781132
S008,ES,10,18,"['Fc5', 'Fc2', 'Fc6', 'C5', 'C4', 'C6', 'Cp1', 'Fpz', 'Af7', 'F3', 'F2', 'Ft8', 'T7', 'Tp7', 'P2', 'P8', 'O1', 'Iz']",0.8809523809523809,0.004761904761904745,0.9190476190476191,0.03809523809523818,4.145077720207263
S008,ES,15,24,"['Fc5', 'Fc2', 'Fc6', 'C5', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Fpz', 'Fp2', 'Af7', 'Afz', 'F5', 'F3', 'F2', 'Ft8', 'T7', 'Tp7', 'P2', 'P8', 'Po8', 'O1', 'Iz']",0.680952380952381,0.2142857142857143,0.9190476190476191,0.23809523809523814,25.90673575129534
S008,ES,20,32,"['Fc5', 'Fc2', 'Fc6', 'C5', 'C3', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Fpz', 'Fp2', 'Af7', 'Afz', 'F7', 'F5', 'F3', 'Fz', 'F2', 'Ft8', 'T7', 'T10', 'Tp7', 'P2', 'P8', 'Po7', 'Po3', 'Poz', 'Po8', 'O1', 'Oz', 'Iz']",0.8095238095238095,0.01904761904761909,0.9190476190476191,0.10952380952380958,11.91709844559586
S008,ES,25,37,"['Fc5', 'Fc2', 'Fc6', 'C5', 'C3', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Fpz', 'Fp2', 'Af7', 'Afz', 'Af8', 'F7', 'F5', 'F3', 'Fz', 'F2', 'F6', 'Ft8', 'T7', 'T10', 'Tp7', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po8', 'O1', 'Oz', 'Iz']",0.8047619047619048,0.023809523809523836,0.9190476190476191,0.11428571428571432,12.435233160621765
S008,AS,10,10,"['Fc4', 'C4', 'Cpz', 'Fpz', 'Fp2', 'F7', 'Ft8', 'P6', 'Po7', 'O1']",0.8904761904761904,0.01428571428571429,0.9190476190476191,0.028571428571428692,3.1088082901554532
S008,AS,15,15,"['Fc4', 'Fc6', 'C4', 'Cpz', 'Fpz', 'Fp2', 'Af8', 'F7', 'F5', 'Ft8', 'Pz', 'P6', 'Po7', 'Po8', 'O1']",0.7857142857142857,0.05238095238095242,0.9190476190476191,0.13333333333333341,14.507772020725396
S008,AS,20,20,"['Fc5', 'Fc4', 'Fc6', 'C3', 'C4', 'Cpz', 'Fpz', 'Fp2', 'Afz', 'Af8', 'F7', 'F5', 'Ft8', 'P3', 'Pz', 'P2', 'P6', 'Po7', 'Po8', 'O1']",0.7857142857142858,0.04285714285714287,0.9190476190476191,0.1333333333333333,14.507772020725385
S008,AS,25,25,"['Fc5', 'Fc3', 'Fc4', 'Fc6', 'C5', 'C3', 'C4', 'Cpz', 'Fpz', 'Fp2', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'Ft8', 'P3', 'Pz', 'P2', 'P6', 'Po7', 'Po8', 'O1']",0.8761904761904762,0.00952380952380949,0.9190476190476191,0.04285714285714293,4.663212435233168
S011,ES,10,18,"['Fc5', 'Fc1', 'Fc6', 'C3', 'C1', 'C2', 'Cp5', 'Cpz', 'Cp6', 'Fp2', 'Af3', 'Af8', 'F7', 'F3', 'Fz', 'F2', 'Ft7', 'T9']",0.7261904761904763,0.019841269841269826,0.8174603174603174,0.09126984126984117,11.16504854368931
S011,ES,15,23,"['Fc5', 'Fc1', 'Fc6', 'C3', 'C1', 'C2', 'Cp5', 'Cp1', 'Cpz', 'Cp6', 'Fpz', 'Fp2', 'Af3', 'Af8', 'F7', 'F3', 'Fz', 'F2', 'Ft7', 'T9', 'Tp8', 'Po4', 'O1']",0.8214285714285714,0.019841269841269826,0.8174603174603174,-0.003968253968253954,-0.4854368932038818
S011,ES,20,28,"['Fc5', 'Fc3', 'Fc1', 'Fc6', 'C3', 'C1', 'C2', 'Cp5', 'Cp1', 'Cpz', 'Cp6', 'Fpz', 'Fp2', 'Af3', 'Af8', 'F7', 'F3', 'Fz', 'F2', 'F4', 'Ft7', 'T9', 'Tp8', 'P6', 'Po7', 'Po4', 'O1', 'Oz']",0.7976190476190477,0.027777777777777735,0.8174603174603174,0.01984126984126977,2.427184466019409
S011,ES,25,31,"['Fc5', 'Fc3', 'Fc1', 'Fc2', 'Fc6', 'C3', 'C1', 'C2', 'Cp5', 'Cp1', 'Cpz', 'Cp6', 'Fpz', 'Fp2', 'Af3', 'Af8', 'F7', 'F3', 'Fz', 'F2', 'F4', 'F6', 'Ft7', 'T9', 'Tp8', 'P6', 'Po7', 'Po4', 'O1', 'Oz', 'Iz']",0.746031746031746,0.03968253968253965,0.8174603174603174,0.0714285714285714,8.737864077669899
S011,AS,10,10,"['Fc5', 'C3', 'C2', 'C6', 'Fp2', 'Afz', 'Af8', 'F5', 'O1', 'Iz']",0.746031746031746,0.03968253968253965,0.8174603174603174,0.0714285714285714,8.737864077669899
S011,AS,15,15,"['Fc5', 'Fcz', 'C3', 'C2', 'C6', 'Cp1', 'Fp2', 'Afz', 'Af8', 'F5', 'F1', 'Tp8', 'Pz', 'O1', 'Iz']",0.7341269841269842,0.027777777777777735,0.8174603174603174,0.08333333333333326,10.194174757281544
S011,AS,20,20,"['Fc5', 'Fcz', 'C3', 'C2', 'C6', 'Cp1', 'Cp6', 'Fp2', 'Afz', 'Af8', 'F5', 'F1', 'F8', 'Ft8', 'Tp8', 'Pz', 'P4', 'Po7', 'O1', 'Iz']",0.7222222222222222,0.05555555555555558,0.8174603174603174,0.09523809523809523,11.650485436893202
S011,AS,25,25,"['Fc5', 'Fc1', 'Fcz', 'C3', 'C2', 'C6', 'Cp5', 'Cp1', 'Cp6', 'Fp1', 'Fp2', 'Afz', 'Af8', 'F7', 'F5', 'F1', 'F8', 'Ft8', 'Tp8', 'Pz', 'P4', 'P8', 'Po7', 'O1', 'Iz']",0.7658730158730158,0.00396825396825401,0.8174603174603174,0.051587301587301626,6.310679611650491
S014,ES,10,18,"['Cz', 'C2', 'Cp1', 'Cp2', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af8', 'F7', 'F1', 'F4', 'F6', 'T7', 'Tp8', 'Poz', 'Oz']",0.6825396825396826,0.0714285714285714,0.8650793650793651,0.18253968253968256,21.100917431192663
S014,ES,15,25,"['Cz', 'C2', 'Cp1', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af8', 'F7', 'F1', 'F4', 'F6', 'T7', 'Tp7', 'Tp8', 'P7', 'Pz', 'P2', 'Po7', 'Poz', 'O1', 'Oz']",0.7380952380952381,0.031746031746031744,0.8650793650793651,0.12698412698412698,14.678899082568805
S014,ES,20,31,"['C5', 'Cz', 'C2', 'Cp1', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af4', 'Af8', 'F7', 'F1', 'F4', 'F6', 'T7', 'Tp7', 'Tp8', 'P7', 'Pz', 'P2', 'P8', 'Po7', 'Poz', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.7023809523809523,0.09126984126984122,0.8650793650793651,0.1626984126984128,18.807339449541296
S014,ES,25,38,"['C5', 'Cz', 'C2', 'C4', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F4', 'F6', 'T7', 'Tp7', 'Tp8', 'P7', 'P1', 'Pz', 'P2', 'P8', 'Po7', 'Poz', 'Po8', 'O1', 'Oz', 'O2', 'Iz']",0.6944444444444444,0.09126984126984128,0.8650793650793651,0.1706349206349207,19.724770642201843
S014,AS,10,10,"['C5', 'C6', 'Cp5', 'Cpz', 'Af4', 'Fz', 'Ft7', 'Tp7', 'Tp8', 'Pz']",0.6746031746031746,0.03968253968253971,0.8650793650793651,0.19047619047619047,22.01834862385321
S014,AS,15,15,"['Fc1', 'C5', 'C6', 'Cp5', 'Cpz', 'Af4', 'Fz', 'Ft7', 'Tp7', 'Tp8', 'Pz', 'P2', 'P6', 'O1', 'Oz']",0.75,0.0357142857142857,0.8650793650793651,0.11507936507936511,13.302752293577985
S014,AS,20,20,"['Fc1', 'C5', 'C6', 'Cp5', 'Cpz', 'Cp2', 'Fp1', 'Af4', 'Fz', 'F4', 'F6', 'Ft7', 'Tp7', 'Tp8', 'P5', 'Pz', 'P2', 'P6', 'O1', 'Oz']",0.8095238095238095,0.015873015873015872,0.8650793650793651,0.05555555555555558,6.4220183486238565
S014,AS,25,25,"['Fc1', 'C5', 'Cz', 'C6', 'Cp5', 'Cpz', 'Cp2', 'Fp1', 'Af4', 'F7', 'F3', 'Fz', 'F4', 'F6', 'Ft7', 'T8', 'Tp7', 'Tp8', 'P7', 'P5', 'Pz', 'P2', 'P6', 'O1', 'Oz']",0.7738095238095237,0.05158730158730157,0.8650793650793651,0.09126984126984139,10.550458715596344
S015,ES,10,18,"['Fcz', 'C3', 'C2', 'Cp1', 'Cpz', 'Fpz', 'Af7', 'Af3', 'Af8', 'Fz', 'F2', 'Ft8', 'T9', 'Tp7', 'P5', 'P3', 'P2', 'Oz']",0.8526986506746627,0.026611694152923526,0.926424287856072,0.07372563718140934,7.95808552817899
S015,ES,15,26,"['Fcz', 'Fc6', 'C3', 'C2', 'C4', 'Cp1', 'Cpz', 'Fpz', 'Af7', 'Af3', 'Af8', 'F7', 'Fz', 'F2', 'Ft8', 'T7', 'T8', 'T9', 'Tp7', 'P5', 'P3', 'P2', 'P8', 'Po3', 'Po4', 'Oz']",0.7193028485757121,0.1589580209895053,0.926424287856072,0.20712143928035986,22.357082170166287
S015,ES,20,32,"['Fcz', 'Fc4', 'Fc6', 'C3', 'C2', 'C4', 'Cp1', 'Cpz', 'Cp4', 'Fpz', 'Af7', 'Af3', 'Af8', 'F7', 'Fz', 'F2', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'P7', 'P5', 'P3', 'P2', 'P8', 'Po3', 'Po4', 'Po8', 'Oz']",0.8571214392803598,0.00494752623688155,0.926424287856072,0.06930284857571223,7.480681312457022
S015,ES,25,39,"['Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C3', 'C2', 'C4', 'C6', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Fpz', 'Af7', 'Af3', 'Af8', 'F7', 'Fz', 'F2', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'P7', 'P5', 'P3', 'P2', 'P6', 'P8', 'Po3', 'Poz', 'Po4', 'Po8', 'Oz']",0.8701649175412294,0.008095952023988051,0.926424287856072,0.05625937031484263,6.072743455921031
S015,AS,10,10,"['Fc5', 'C1', 'Cz', 'C2', 'Cp3', 'Cp4', 'Af4', 'Ft7', 'P3', 'Po3']",0.7486131934032983,0.07035232383808099,0.926424287856072,0.17781109445277365,19.193267791398636
S015,AS,15,15,"['Fc5', 'C1', 'Cz', 'C2', 'Cp3', 'Cpz', 'Cp4', 'Af4', 'F4', 'Ft7', 'T10', 'P7', 'P3', 'P2', 'Po3']",0.7709145427286357,0.08125937031484254,0.926424287856072,0.15550974512743632,16.78601772059716
S015,AS,20,20,"['Fc5', 'Fcz', 'Fc4', 'C1', 'Cz', 'C2', 'C6', 'Cp3', 'Cpz', 'Cp4', 'Af4', 'F4', 'Ft7', 'Ft8', 'T9', 'T10', 'P7', 'P3', 'P2', 'Po3']",0.8441154422788606,0.00933283358320841,0.926424287856072,0.08230884557721141,8.88457337055468
S015,AS,25,25,"['Fc5', 'Fcz', 'Fc4', 'C1', 'Cz', 'C2', 'C6', 'Cp3', 'Cpz', 'Cp4', 'Af4', 'Fz', 'F4', 'Ft7', 'Ft8', 'T9', 'T10', 'P7', 'P3', 'P2', 'P6', 'Po3', 'Poz', 'Oz', 'O2']",0.883095952023988,0.004835082458770623,0.926424287856072,0.04332833583208395,4.676942994700004
S016,ES,10,18,"['Fc3', 'Fc1', 'Fcz', 'Fc6', 'C1', 'Cz', 'Fp1', 'Af7', 'Af4', 'F5', 'F8', 'Ft8', 'T9', 'P5', 'P8', 'Po3', 'Po8', 'O2']",0.7182539682539683,0.059523809523809534,0.7976190476190477,0.07936507936507942,9.950248756218912
