subject,method,k,num_channels_selected,accuracy,std,full_channels_acc,accuracy_drop,accuracy_drop_pct
S035,ES,20,31,0.9206349206349206,0.005611958580845648,0.9126984126984127,-0.007936507936507908,-0.8695652173913012
S035,ES,25,34,0.9206349206349206,0.0341362113771533,0.9126984126984127,-0.007936507936507908,-0.8695652173913012
S035,AS,10,10,0.9126984126984127,0.036800073394824225,0.9126984126984127,0.0,0.0
S035,AS,15,15,0.888888888888889,0.014847846772912463,0.9126984126984127,0.023809523809523725,2.6086956521739038
S035,AS,20,20,0.9325396825396824,0.036800073394824225,0.9126984126984127,-0.01984126984126977,-2.173913043478253
S035,AS,25,25,0.9246031746031745,0.005611958580845648,0.9126984126984127,-0.011904761904761862,-1.3043478260869519
S036,ES,10,16,0.8214285714285715,0.033671751485073675,0.8373015873015873,0.015873015873015817,1.8957345971563913
S036,ES,15,22,0.8134920634920636,0.014847846772912463,0.8373015873015873,0.023809523809523725,2.843601895734587
S036,ES,20,29,0.8214285714285715,0.016835875742536838,0.8373015873015873,0.015873015873015817,1.8957345971563913
S036,ES,25,34,0.8412698412698413,0.024461960329241975,0.8373015873015873,-0.003968253968253954,-0.4739336492890978
S036,AS,10,10,0.8253968253968255,0.014847846772912463,0.8373015873015873,0.011904761904761862,1.4218009478672935
S036,AS,15,15,0.8214285714285715,0.048600986959983696,0.8373015873015873,0.015873015873015817,1.8957345971563913
S036,AS,20,20,0.8333333333333334,0.016835875742536838,0.8373015873015873,0.003968253968253954,0.4739336492890978
S036,AS,25,25,0.8452380952380952,0.009720197391996704,0.8373015873015873,-0.007936507936507908,-0.9478672985781956
S037,ES,10,18,0.8015873015873015,0.03928371006591927,0.8015873015873017,2.220446049250313e-16,2.7700614079756376e-14
S037,ES,15,25,0.8253968253968255,0.020234204419018968,0.8015873015873017,-0.023809523809523725,-2.970297029702959
S037,ES,20,31,0.8253968253968255,0.005611958580845648,0.8015873015873017,-0.023809523809523725,-2.970297029702959
S037,ES,25,38,0.8214285714285715,0.016835875742536838,0.8015873015873017,-0.01984126984126977,-2.475247524752466
S037,AS,10,10,0.7619047619047619,0.051434449987363975,0.8015873015873017,0.039682539682539875,4.9504950495049735
S037,AS,15,15,0.7857142857142857,0.00972019739199675,0.8015873015873017,0.01587301587301604,1.9801980198020004
S037,AS,20,20,0.7738095238095237,0.0194403947839935,0.8015873015873017,0.027777777777778012,3.465346534653494
S037,AS,25,25,0.8214285714285715,0.00972019739199675,0.8015873015873017,-0.01984126984126977,-2.475247524752466
S038,ES,10,18,0.7817460317460316,0.039283710065919325,0.7896825396825397,0.00793650793650802,1.0050251256281513
S038,ES,15,25,0.7619047619047619,0.025717224993681995,0.7896825396825397,0.02777777777777779,3.517587939698494
S038,ES,20,29,0.7817460317460317,0.024461960329241975,0.7896825396825397,0.007936507936507908,1.0050251256281373
S038,ES,25,34,0.8015873015873017,0.005611958580845595,0.7896825396825397,-0.011904761904762085,-1.5075376884422338
S038,AS,10,10,0.7142857142857143,0.03367175148507373,0.7896825396825397,0.07539682539682535,9.54773869346733
S038,AS,15,15,0.7341269841269842,0.031246062992110354,0.7896825396825397,0.05555555555555547,7.035175879396974
S038,AS,20,20,0.746031746031746,0.029695693545824915,0.7896825396825397,0.04365079365079361,5.527638190954769
S038,AS,25,25,0.7579365079365079,0.014847846772912454,0.7896825396825397,0.031746031746031744,4.0201005025125625
