subject,method,k,num_selected,selected_channels,selected_indices,accuracy_full,is_full
S005,ES,10,16,"['Fc5', 'C2', 'C6', 'Cp5', 'Cp3', 'Cp2', 'Cp4', 'Fpz', 'Af3', 'Afz', 'Af4', 'F4', 'F8', 'T10', 'P4', 'O1']","[0, 11, 13, 14, 15, 18, 19, 22, 25, 26, 27, 35, 37, 43, 52, 60]",0.5357142857142857,False
S005,ES,15,24,"['Fc5', 'Fc6', 'C1', 'C2', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cp2', 'Cp4', 'Fp1', 'Fpz', 'Af3', 'Afz', 'Af4', 'F4', 'F8', 'Ft7', 'T10', 'Pz', 'P4', 'P8', 'Po8', 'O1']","[0, 6, 9, 11, 13, 14, 15, 16, 18, 19, 21, 22, 25, 26, 27, 35, 37, 38, 43, 50, 52, 54, 59, 60]",0.5357142857142857,False
S005,ES,20,31,"['Fc5', 'Fc1', 'Fcz', 'Fc6', 'C1', 'C2', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cp2', 'Cp4', 'Fp1', 'Fpz', 'Af3', 'Afz', 'Af4', 'F7', 'F3', 'F4', 'F8', 'Ft7', 'T10', 'P7', 'Pz', 'P2', 'P4', 'P8', 'Po3', 'Po8', 'O1']","[0, 2, 3, 6, 9, 11, 13, 14, 15, 16, 18, 19, 21, 22, 25, 26, 27, 29, 31, 35, 37, 38, 43, 46, 50, 51, 52, 54, 56, 59, 60]",0.5357142857142857,False
S005,ES,25,35,"['Fc5', 'Fc1', 'Fcz', 'Fc6', 'C3', 'C1', 'C2', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cp2', 'Cp4', 'Fp1', 'Fpz', 'Af3', 'Afz', 'Af4', 'F7', 'F3', 'F1', 'F4', 'F8', 'Ft7', 'T7', 'T10', 'P7', 'Pz', 'P2', 'P4', 'P8', 'Po3', 'Poz', 'Po8', 'O1']","[0, 2, 3, 6, 8, 9, 11, 13, 14, 15, 16, 18, 19, 21, 22, 25, 26, 27, 29, 31, 32, 35, 37, 38, 40, 43, 46, 50, 51, 52, 54, 56, 57, 59, 60]",0.5357142857142857,False
S005,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5357142857142857,True
S005,AS,10,10,"['Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'F8', 'P4', 'P8', 'Po8']","[14, 18, 21, 22, 29, 32, 37, 52, 54, 59]",0.5357142857142857,True
S005,AS,15,15,"['Fc2', 'Fc6', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'Fz', 'F8', 'Tp8', 'P4', 'P8', 'Po3', 'Po8']","[4, 6, 14, 18, 21, 22, 29, 32, 33, 37, 45, 52, 54, 56, 59]",0.5357142857142857,True
S005,AS,20,20,"['Fc2', 'Fc6', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'Af8', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[4, 6, 14, 18, 21, 22, 28, 29, 30, 32, 33, 37, 45, 47, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,AS,25,25,"['Fc3', 'Fc2', 'Fc6', 'C2', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'Fp2', 'Af4', 'Af8', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'P3', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[1, 4, 6, 11, 14, 18, 21, 22, 23, 27, 28, 29, 30, 32, 33, 37, 45, 47, 48, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5357142857142857,True
S005,Hybrid,10,10,"['Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'F8', 'P4', 'P8', 'Po8']","[14, 18, 21, 22, 29, 32, 37, 52, 54, 59]",0.5357142857142857,True
S005,Hybrid,15,15,"['Fc2', 'Fc6', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'Fz', 'F8', 'Tp8', 'P4', 'P8', 'Po3', 'Po8']","[4, 6, 14, 18, 21, 22, 29, 32, 33, 37, 45, 52, 54, 56, 59]",0.5357142857142857,True
S005,Hybrid,20,20,"['Fc2', 'Fc6', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'Af8', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[4, 6, 14, 18, 21, 22, 28, 29, 30, 32, 33, 37, 45, 47, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,Hybrid,25,25,"['Fc3', 'Fc2', 'Fc6', 'C2', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'Fp2', 'Af4', 'Af8', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'P3', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[1, 4, 6, 11, 14, 18, 21, 22, 23, 27, 28, 29, 30, 32, 33, 37, 45, 47, 48, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,Hybrid,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5357142857142857,True
S005,Centrality,10,10,"['Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'F8', 'P4', 'P8', 'Po8']","[14, 18, 21, 22, 29, 32, 37, 52, 54, 59]",0.5357142857142857,True
S005,Centrality,15,15,"['Fc2', 'Fc6', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'Fz', 'F8', 'Tp8', 'P4', 'P8', 'Po3', 'Po8']","[4, 6, 14, 18, 21, 22, 29, 32, 33, 37, 45, 52, 54, 56, 59]",0.5357142857142857,True
S005,Centrality,20,20,"['Fc2', 'Fc6', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'Af8', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[4, 6, 14, 18, 21, 22, 28, 29, 30, 32, 33, 37, 45, 47, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,Centrality,25,25,"['Fc3', 'Fc2', 'Fc6', 'C2', 'Cp5', 'Cp2', 'Fp1', 'Fpz', 'Fp2', 'Af4', 'Af8', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'P3', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[1, 4, 6, 11, 14, 18, 21, 22, 23, 27, 28, 29, 30, 32, 33, 37, 45, 47, 48, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,Centrality,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5357142857142857,True
S005,Diversity,10,10,"['Cp5', 'Cp2', 'Fpz', 'F7', 'F1', 'F8', 'Tp8', 'P4', 'P8', 'Po8']","[14, 18, 22, 29, 32, 37, 45, 52, 54, 59]",0.5357142857142857,True
S005,Diversity,15,15,"['Cp5', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'Pz', 'P4', 'P8', 'Po3', 'Po8']","[14, 18, 21, 22, 29, 32, 33, 37, 45, 47, 50, 52, 54, 56, 59]",0.5357142857142857,True
S005,Diversity,20,20,"['Fc2', 'C2', 'Cp5', 'Cp1', 'Cp2', 'Fp1', 'Fpz', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'P3', 'Pz', 'P4', 'P8', 'Po3', 'Po8']","[4, 11, 14, 16, 18, 21, 22, 29, 30, 32, 33, 37, 45, 47, 48, 50, 52, 54, 56, 59]",0.5357142857142857,True
S005,Diversity,25,25,"['Fc3', 'Fc2', 'Fc6', 'C2', 'Cp5', 'Cp1', 'Cp2', 'Fp1', 'Fpz', 'Af7', 'Af4', 'F7', 'F5', 'F1', 'Fz', 'F8', 'Tp8', 'P5', 'P3', 'Pz', 'P4', 'P8', 'Po3', 'Poz', 'Po8']","[1, 4, 6, 11, 14, 16, 18, 21, 22, 24, 27, 29, 30, 32, 33, 37, 45, 47, 48, 50, 52, 54, 56, 57, 59]",0.5357142857142857,True
S005,Diversity,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5357142857142857,True
S006,ES,10,19,"['Fc3', 'Fc1', 'C5', 'C3', 'C2', 'Cp6', 'Fp1', 'Af3', 'F2', 'F6', 'Ft7', 'T7', 'T10', 'P3', 'P2', 'P4', 'P6', 'Po7', 'Po4']","[1, 2, 7, 8, 11, 20, 21, 25, 34, 36, 38, 40, 43, 48, 51, 52, 53, 55, 58]",0.5753968253968254,False
S006,ES,15,26,"['Fc5', 'Fc3', 'Fc1', 'C5', 'C3', 'C1', 'C2', 'Cpz', 'Cp6', 'Fp1', 'Af7', 'Af3', 'Af4', 'F2', 'F6', 'Ft7', 'T7', 'T10', 'Tp8', 'P5', 'P3', 'P2', 'P4', 'P6', 'Po7', 'Po4']","[0, 1, 2, 7, 8, 9, 11, 17, 20, 21, 24, 25, 27, 34, 36, 38, 40, 43, 45, 47, 48, 51, 52, 53, 55, 58]",0.5753968253968254,False
S006,ES,20,32,"['Fc5', 'Fc3', 'Fc1', 'C5', 'C3', 'C1', 'C2', 'C4', 'Cpz', 'Cp6', 'Fp1', 'Af7', 'Af3', 'Af4', 'Af8', 'Fz', 'F2', 'F4', 'F6', 'Ft7', 'T7', 'T10', 'Tp8', 'P5', 'P3', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po4']","[0, 1, 2, 7, 8, 9, 11, 12, 17, 20, 21, 24, 25, 27, 28, 33, 34, 35, 36, 38, 40, 43, 45, 47, 48, 50, 51, 52, 53, 54, 55, 58]",0.5753968253968254,False
S006,ES,25,39,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'C2', 'C4', 'Cp5', 'Cpz', 'Cp2', 'Cp6', 'Fp1', 'Fpz', 'Af7', 'Af3', 'Af4', 'Af8', 'F7', 'Fz', 'F2', 'F4', 'F6', 'Ft7', 'T7', 'T10', 'Tp8', 'P5', 'P3', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po4']","[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 14, 17, 18, 20, 21, 22, 24, 25, 27, 28, 29, 33, 34, 35, 36, 38, 40, 43, 45, 47, 48, 50, 51, 52, 53, 54, 55, 58]",0.5753968253968254,False
S006,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5753968253968254,True
S006,AS,10,10,"['Fc4', 'C3', 'C1', 'Cz', 'Af7', 'F3', 'F2', 'T8', 'P1', 'P6']","[5, 8, 9, 10, 24, 31, 34, 41, 49, 53]",0.5753968253968254,True
S006,AS,15,15,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F2', 'F8', 'T8', 'P1', 'P6', 'Po3']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 34, 37, 41, 49, 53, 56]",0.5753968253968254,True
S006,AS,20,20,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F1', 'F2', 'F8', 'Ft7', 'T8', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 32, 34, 37, 38, 41, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,AS,25,25,"['Fc4', 'C3', 'C1', 'Cz', 'C2', 'C6', 'Cpz', 'Cp2', 'Af7', 'F7', 'F3', 'F1', 'F2', 'F4', 'F8', 'Ft7', 'T8', 'Tp7', 'P7', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 11, 13, 17, 18, 24, 29, 31, 32, 34, 35, 37, 38, 41, 44, 46, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5753968253968254,True
S006,Hybrid,10,10,"['Fc4', 'C3', 'C1', 'Cz', 'Af7', 'F3', 'F2', 'T8', 'P1', 'P6']","[5, 8, 9, 10, 24, 31, 34, 41, 49, 53]",0.5753968253968254,True
S006,Hybrid,15,15,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F2', 'F8', 'T8', 'P1', 'P6', 'Po3']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 34, 37, 41, 49, 53, 56]",0.5753968253968254,True
S006,Hybrid,20,20,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F1', 'F2', 'F8', 'Ft7', 'T8', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 32, 34, 37, 38, 41, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,Hybrid,25,25,"['Fc4', 'C3', 'C1', 'Cz', 'C2', 'C6', 'Cpz', 'Cp2', 'Af7', 'F7', 'F3', 'F1', 'F2', 'F4', 'F8', 'Ft7', 'T8', 'Tp7', 'P7', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 11, 13, 17, 18, 24, 29, 31, 32, 34, 35, 37, 38, 41, 44, 46, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,Hybrid,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5753968253968254,True
S006,Centrality,10,10,"['Fc4', 'C3', 'C1', 'Cz', 'Af7', 'F3', 'F2', 'T8', 'P1', 'P6']","[5, 8, 9, 10, 24, 31, 34, 41, 49, 53]",0.5753968253968254,True
S006,Centrality,15,15,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F2', 'F8', 'T8', 'P1', 'P6', 'Po3']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 34, 37, 41, 49, 53, 56]",0.5753968253968254,True
S006,Centrality,20,20,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F1', 'F2', 'F8', 'Ft7', 'T8', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 32, 34, 37, 38, 41, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,Centrality,25,25,"['Fc4', 'C3', 'C1', 'Cz', 'C2', 'C6', 'Cpz', 'Cp2', 'Af7', 'F7', 'F3', 'F1', 'F2', 'F4', 'F8', 'Ft7', 'T8', 'Tp7', 'P7', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 11, 13, 17, 18, 24, 29, 31, 32, 34, 35, 37, 38, 41, 44, 46, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,Centrality,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5753968253968254,True
S006,Diversity,10,10,"['Fc4', 'C3', 'C1', 'Cz', 'Af7', 'F3', 'F2', 'F8', 'P1', 'P6']","[5, 8, 9, 10, 24, 31, 34, 37, 49, 53]",0.5753968253968254,True
S006,Diversity,15,15,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F2', 'F8', 'T8', 'P1', 'P6', 'P8']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 34, 37, 41, 49, 53, 54]",0.5753968253968254,True
S006,Diversity,20,20,"['Fc4', 'C3', 'C1', 'Cz', 'C6', 'Cpz', 'Af7', 'F7', 'F3', 'F2', 'F4', 'F8', 'Ft7', 'T8', 'Tp7', 'P1', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 13, 17, 24, 29, 31, 34, 35, 37, 38, 41, 44, 49, 53, 54, 56, 61]",0.5753968253968254,True
S006,Diversity,25,25,"['Fc4', 'C3', 'C1', 'Cz', 'C2', 'C6', 'Cpz', 'Af7', 'Af4', 'F7', 'F3', 'F1', 'F2', 'F4', 'F8', 'Ft7', 'T8', 'T9', 'Tp7', 'P1', 'P2', 'P6', 'P8', 'Po3', 'Oz']","[5, 8, 9, 10, 11, 13, 17, 24, 27, 29, 31, 32, 34, 35, 37, 38, 41, 42, 44, 49, 51, 53, 54, 56, 61]",0.5753968253968254,True
S006,Diversity,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.5753968253968254,True
S007,ES,10,16,"['Fc4', 'C5', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp1', 'Fp2', 'Af7', 'F5', 'Ft7', 'P2', 'P6', 'P8', 'Poz']","[5, 7, 8, 11, 12, 18, 19, 21, 23, 24, 30, 38, 51, 53, 54, 57]",0.9007936507936507,False
