subject,method,k,num_channels_selected,accuracy,std,full_channels_acc,accuracy_drop,accuracy_drop_pct
S001,ES,10,10,0.7063492063492064,0.020234204419018968,0.8849206349206349,0.1785714285714285,20.17937219730941
S001,ES,15,15,0.8015873015873017,0.014847846772912454,0.8849206349206349,0.08333333333333315,9.417040358744375
S001,ES,20,20,0.8253968253968255,0.039283710065919304,0.8849206349206349,0.05952380952380942,6.726457399103128
S001,ES,25,25,0.7936507936507936,0.04794859513331181,0.8849206349206349,0.09126984126984128,10.313901345291482
S001,ES,30,30,0.738095238095238,0.051434449987363975,0.8849206349206349,0.14682539682539686,16.59192825112108
S001,AS,10,10,0.75,0.04454354031873742,0.8849206349206349,0.13492063492063489,15.246636771300444
S001,AS,15,15,0.8253968253968255,0.020234204419018968,0.8849206349206349,0.05952380952380942,6.726457399103128
S001,AS,20,20,0.7222222222222222,0.043830797687251066,0.8849206349206349,0.16269841269841268,18.385650224215244
S001,AS,25,25,0.7976190476190476,0.0350466701044756,0.8849206349206349,0.08730158730158732,9.86547085201794
S001,AS,30,30,0.7103174603174603,0.06324356131154454,0.8849206349206349,0.17460317460317454,19.730941704035867
S002,ES,10,10,0.6587301587301587,0.02805979290422808,0.753968253968254,0.09523809523809523,12.631578947368421
S002,ES,15,15,0.6388888888888888,0.06472026361230195,0.753968253968254,0.11507936507936511,15.263157894736848
S002,ES,20,20,0.7222222222222222,0.020234204419019006,0.753968253968254,0.031746031746031744,4.2105263157894735
S002,ES,25,25,0.6666666666666666,0.03504667010447556,0.753968253968254,0.08730158730158732,11.578947368421055
S002,ES,30,30,0.6825396825396824,0.014847846772912452,0.753968253968254,0.07142857142857151,9.473684210526326
S002,AS,10,10,0.6626984126984127,0.031246062992110354,0.753968253968254,0.09126984126984128,12.105263157894738
S002,AS,15,15,0.7063492063492064,0.029695693545824964,0.753968253968254,0.04761904761904756,6.315789473684203
S002,AS,20,20,0.6944444444444445,0.024461960329241975,0.753968253968254,0.05952380952380942,7.89473684210525
S002,AS,25,25,0.6865079365079366,0.039283710065919304,0.753968253968254,0.06746031746031733,8.947368421052616
S002,AS,30,30,0.7222222222222222,0.024461960329241975,0.753968253968254,0.031746031746031744,4.2105263157894735
S005,ES,10,10,0.8253968253968255,0.005611958580845648,0.8174603174603176,-0.007936507936507908,-0.9708737864077635
S005,ES,15,15,0.7738095238095237,0.01683587574253689,0.8174603174603176,0.04365079365079383,5.33980582524274
S005,ES,20,20,0.7777777777777778,0.005611958580845595,0.8174603174603176,0.039682539682539764,4.854368932038844
S005,ES,25,25,0.8174603174603176,0.02805979290422803,0.8174603174603176,0.0,0.0
S005,ES,30,30,0.8333333333333334,0.025717224993681995,0.8174603174603176,-0.015873015873015817,-1.941747572815527
S005,AS,10,10,0.7738095238095237,0.03367175148507373,0.8174603174603176,0.04365079365079383,5.33980582524274
S005,AS,15,15,0.8333333333333334,0.016835875742536838,0.8174603174603176,-0.015873015873015817,-1.941747572815527
S005,AS,20,20,0.8571428571428571,0.033671751485073675,0.8174603174603176,-0.03968253968253954,-4.854368932038817
S005,AS,25,25,0.8253968253968255,0.031246062992110354,0.8174603174603176,-0.007936507936507908,-0.9708737864077635
S005,AS,30,30,0.8412698412698413,0.045935860725358026,0.8174603174603176,-0.023809523809523725,-2.9126213592232904
S006,ES,10,10,0.75,0.016835875742536838,0.7698412698412698,0.01984126984126977,2.5773195876288573
S006,ES,15,15,0.7777777777777778,0.02805979290422808,0.7698412698412698,-0.00793650793650802,-1.0309278350515574
S006,ES,20,20,0.7738095238095237,0.00972019739199675,0.7698412698412698,-0.003968253968253954,-0.5154639175257715
S006,ES,25,25,0.75,0.05411976863883274,0.7698412698412698,0.01984126984126977,2.5773195876288573
S006,ES,30,30,0.7896825396825397,0.011223917161691244,0.7698412698412698,-0.019841269841269882,-2.5773195876288715
S006,AS,10,10,0.7738095238095238,0.038880789567986955,0.7698412698412698,-0.003968253968254065,-0.5154639175257858
S006,AS,15,15,0.7777777777777777,0.024461960329241975,0.7698412698412698,-0.007936507936507908,-1.030927835051543
S006,AS,20,20,0.7579365079365079,0.05353467286996841,0.7698412698412698,0.011904761904761862,1.5463917525773143
S006,AS,25,25,0.7301587301587302,0.03124606299211039,0.7698412698412698,0.03968253968253954,5.1546391752577145
S006,AS,30,30,0.75,0.05411976863883274,0.7698412698412698,0.01984126984126977,2.5773195876288573
S007,ES,10,10,0.9126984126984127,0.043830797687251066,0.9365079365079366,0.023809523809523947,2.5423728813559467
S007,ES,15,15,0.8968253968253969,0.0489239206584839,0.9365079365079366,0.039682539682539764,4.237288135593229
S007,ES,20,20,0.9087301587301587,0.005611958580845596,0.9365079365079366,0.0277777777777779,2.966101694915267
S007,ES,25,25,0.8849206349206349,0.020234204419019016,0.9365079365079366,0.05158730158730174,5.508474576271202
S007,ES,30,30,0.9126984126984127,0.020234204419018968,0.9365079365079366,0.023809523809523947,2.5423728813559467
S007,AS,10,10,0.9007936507936507,0.014847846772912463,0.9365079365079366,0.03571428571428592,3.81355932203392
S007,AS,15,15,0.884920634920635,0.04383079768725102,0.9365079365079366,0.051587301587301626,5.5084745762711895
S007,AS,20,20,0.8968253968253969,0.039283710065919304,0.9365079365079366,0.039682539682539764,4.237288135593229
S007,AS,25,25,0.9007936507936508,0.024461960329241975,0.9365079365079366,0.03571428571428581,3.813559322033908
S007,AS,30,30,0.9246031746031745,0.02805979290422808,0.9365079365079366,0.011904761904762085,1.2711864406779851
S008,ES,10,10,0.8888888888888888,0.005611958580845648,0.8888888888888888,0.0,0.0
